text,label,emotion
Racial injustice and police brutality continue despite protests. It's outrageous! #angered,0,anger
@user Your ignorant opinions highlight your lack of education! #irritated ,0,anger
I'm absolutely livid about corporations privatizing necessities like water! #raged  ,0,anger
@user Cut out your immature drama and bullying already! #incensed,0,anger
It's shocking that sexual harassment and abuse still run rampant today! #furious  ,0,anger
"@user I'm fed up with your uninformed, biased rants! #irate",0,anger
This country's for-profit healthcare system is completely immoral and outrageous! #enraged,0,anger
@user Your discriminatory comment exposes your stupidity! Educate yourself! #irritated,0,anger
I'm angry that racism remains deeply institutionalized globally! #fuming,0,anger
@user Stop acting so superior and arrogant! No one's impressed. #incensed  ,0,anger
It's infuriating that gun violence destroys innocent lives everyday in this country! #raged,0,anger
@user I'm sick of your rude remarks and immaturity. Grow up already! #irate,0,anger
The government's inadequate pandemic response caused unnecessary suffering! I'm livid! #furious,0,anger
@user Your uninformed opinions only highlight your ignorance! #irritated,0,anger
I'm enraged by this country's history of racist oppression that still impacts today! #enraged,0,anger
@user Your discriminatory comment exposes your stupidity and cruelty! #incensed,0,anger
It's 2023 and reproductive rights are still under attack. Outrageous! #angered  ,0,anger
@user I'm fed up with your rude insults and bullying. Find a hobby! #irate,0,anger
The lack of accountability for police brutality against minorities is appalling! #fuming ,0,anger
@user Stop spreading misinformation and educate yourself properly! #irritated ,0,anger
I'm absolutely outraged by politicians promoting racism and oppression! #enraged,0,anger
"@user Your sexist views are backwards, wrong and pathetic! Do better! #incensed",0,anger
This corrupt government cares more about greed than people's welfare! Infuriating! #raged,0,anger
@user I'm sick of your arrogant attitude. Get over yourself already! #irritated  ,0,anger
It's shocking that women globally still lack opportunities and equality! #fuming,0,anger
@user Cut out your immature insults already! Don't you ever mature? #irate,0,anger
I'm furious that sexual harassment and assault remain so prevalent! #enraged,0,anger
"@user Stop making offensive, discriminatory remarks! #incensed",0,anger
The economic inequality in this country is outrageous and unjust! #angered,0,anger
"@user I've had enough of your uninformed, biased opinions! #irritated",0,anger
It infuriates me that racism remains so deeply ingrained in our institutions! #raged,0,anger
"@user Your sexist views are backwards, wrong and idiotic! Change already! #irate",0,anger
I'm livid that politicians care more about greed than people's welfare! #fuming,0,anger
@user Educate yourself properly instead of spewing ignorant nonsense! #incensed  ,0,anger
This country's prioritization of war over healthcare is shocking and immoral! #enraged,0,anger
@user I'm fed up with your toxic behavior and drama! Grow up! #irritated,0,anger
It's outrageous that gun violence keeps destroying innocent lives everyday! #angered ,0,anger
@user Your uninformed opinions highlight your stupidity! Educate yourself! #irate,0,anger
I'm absolutely furious that women still lack equal rights and opportunities! #raged,0,anger
@user Stop making immature insults and be the adult you supposedly are! #incensed,0,anger
The government's inadequate pandemic response caused so much unnecessary suffering! #fuming,0,anger
@user I'm irritated by your uninformed rants. Get your facts straight! #irritated,0,anger
"Racism and racial injustice should not still exist in 2023, yet here we are! #enraged ",0,anger
@user Your discriminatory views expose your ignorance. Do better! #irate,0,anger
It's infuriating that sexual harassment and abuse remain so widespread today! #angered ,0,anger
@user I'm angry and sick of your rude remarks and toxic attitude! #incensed,0,anger
"This corrupt government cares only about profit, not people's welfare! Outrageous! #furious",0,anger
@user Stop spreading misinformation and conspiracy theories! #irritated,0,anger
I'm enraged that women globally are still denied basic rights and equality! #raged,0,anger
@user Your sexist views are backwards and wrong. Evolve already! #irate  ,0,anger
It's shocking that racism remains so deeply entrenched in society today! #fuming,0,anger
@user I'm fed up with your drama and immaturity! Act your age! #incensed ,0,anger
The lack of gun regulation despite senseless violence is absolutely outrageous! #enraged,0,anger
"@user Do better instead of making ignorant, biased remarks! #irritated",0,anger
I'm angry that sexual assault remains so prevalent yet so underreported! #raged  ,0,anger
"@user Your uninformed opinions highlight your stupidity, get educated! #irate",0,anger
This government cares more about war than a woman's right to choose. Infuriating! #furious,0,anger
@user I'm tired of your arrogant attitude. Get over yourself! #incensed ,0,anger
It's 2023 and we're still having to protest for reproductive rights. Outrageous! #angered  ,0,anger
@user Stop spreading nonsense and get informed with facts for once! #irritated,0,anger
I'm absolutely livid about inadequate support for pandemic victims! #enraged,0,anger
"@user Keep your discriminatory views to yourself, you ignorant fool! #irate",0,anger
This selfish government neglects healthcare and welfare. It's shocking! #fuming ,0,anger
@user I'm irritated by your immature drama and petty insults! #incensed ,0,anger
Racial oppression and injustice have no place in modern society! Appalling! #raged,0,anger
"@user Educate yourself instead of making uninformed, biased remarks! #irritated",0,anger
It's infuriating that the pandemic highlighted gross incompetence and inequality! #angered  ,0,anger
@user Your sexist views are backwards and unevolved. Do better! #irate,0,anger
I'm outraged that politicians think banning abortion is more important than living people! #furious,0,anger
@user Stop acting holier than thou! Your arrogance is pathetic. #incensed,0,anger
The prevalence of sexual harassment and abuse is shocking and unacceptable! #enraged,0,anger
@user I'm irritated by your drama and immaturity! Grow up already! #irritated  ,0,anger
"This corrupt, greedy government neglects the welfare of the people. Despicable! #raged",0,anger
@user Educate yourself with facts instead of ignorant nonsense! #irate,0,anger
It's outrageous that racism remains so deeply entrenched in 2023! #fuming,0,anger
"@user Keep your uninformed, biased opinions to yourself! #incensed ",0,anger
I'm angry that women are still underpaid and undervalued in the workplace! #enraged,0,anger
"@user Stop acting arrogant and superior, it's pathetic! #irritated",0,anger
The crisis in affordable healthcare highlights gross inequality in this country! #raged,0,anger
@user Your discriminatory views expose your ignorance. Evolve! #irate,0,anger
It infuriates me that sexual abuse remains so prevalent yet so underreported! #furious ,0,anger
@user I'm fed up with your drama and immaturity! Grow up! #incensed,0,anger
This government cares more about controlling women's bodies than living people! Despicable! #angered,0,anger
@user Stop spreading misinformation and conspiracy theories already! #irritated,0,anger
I'm livid that Black people still suffer from racist oppression today! #enraged,0,anger
"@user Your sexist views are unevolved, wrong and pathetic! Do better! #irate ",0,anger
The lack of stricter gun regulation is utterly outrageous and costs lives daily! #raged ,0,anger
@user Keep your ignorant opinions to yourself instead of peddling nonsense! #incensed,0,anger
"I'm angry about corporations profiting off underpaid, overworked employees! #fuming",0,anger
@user I've had enough of your arrogant attitude and rudeness! #irritated,0,anger
This country's shambolic pandemic response caused so much preventable loss. Outrageous! #angered,0,anger
@user Educate yourself instead of spewing discriminatory nonsense! #irate,0,anger
It's shocking women are still sexually harassed and assaulted so frequently! #furious,0,anger
@user Stop your immature drama and toxic behavior! #incensed,0,anger
Racism has no place in modern society yet still persists! Absolutely infuriating! #enraged  ,0,anger
@user I'm irritated by your arrogance and bloated ego! Get over yourself! #irritated,0,anger
I'm outraged politicians are banning abortion instead of improving living conditions! #raged,0,anger
@user Your ignorant views highlight your lack of intelligence! #irate,0,anger
This corrupt government values profit over the welfare of its people! Despicable and infuriating! #furious,0,anger
@user Stop spreading misinformation and educate yourself with facts for once! #irritated ,0,anger
It's outrageous that racism remains so deeply entrenched in 2023! This needs to change! #enraged,0,anger
"@user Your sexist views are unevolved, wrong and idiotic! Do better! #irate",0,anger
I'm angry that big corporations exploit workers and avoid taxes! It's immoral! #raged ,0,anger
@user I'm fed up with your drama and toxic behavior. Grow up already! #incensed,0,anger
This country's lack of affordable healthcare is an absolute travesty and outrage! #angered ,0,anger
@user Educate yourself properly instead of spewing ignorant nonsense! #irritated,0,anger
It infuriates me that women globally still lack basic rights and opportunities! #fuming ,0,anger
@user Your arrogant attitude only highlights your insecurity. Get over yourself! #irate,0,anger
The amount of sexual harassment and abuse that goes unreported is shocking and wrong! #enraged,0,anger
@user I'm irritated by your immaturity and petty behavior! Act your age! #incensed ,0,anger
This government neglects healthcare and human rights! Their priorities are despicable! #raged,0,anger
@user Stop spreading conspiracy theories and get informed with facts! #irritated ,0,anger
It's 2023 and reproductive rights are still under attack! This is an absolute outrage! #furious,0,anger
@user Your discriminatory views expose your ignorance. Educate yourself! #irate,0,anger
I'm angry that racism remains so deeply entrenched in society today! This needs to change! #enraged  ,0,anger
@user I'm fed up with your toxic behavior and immaturity! Grow up already! #incensed,0,anger
The lack of accountability for police brutality is shocking and unjust! I'm outraged! #raged ,0,anger
@user Your ignorant opinions highlight your lack of intelligence. Educate yourself! #irritated,0,anger
It's infuriating that gun violence destroys innocent lives everyday in this country! #fuming,0,anger
"@user Stop acting superior, your arrogance fools no one! #irate",0,anger
Sexual harassment and abuse remain far too common and tolerated. It's appalling! #enraged ,0,anger
@user I'm irritated by your immature insults and drama. Get a hobby! #incensed,0,anger
This government neglects the welfare of its people. Their greed is despicable! #angered,0,anger
"@user Spread facts instead of your uninformed, biased opinions! #irritated",0,anger
"It's outrageous that in 2023, women still fight for equality! This must change! #raged  ",0,anger
"@user Your sexist views are backwards, unevolved and wrong! Do better! #irate",0,anger
I'm absolutely livid about inadequate healthcare and welfare provisions! #furious,0,anger
@user Stop acting high and mighty! Your arrogance is pathetic. #incensed ,0,anger
"The prevalence of sexual violence globally is shocking, unacceptable and infuriating! #enraged",0,anger
@user I'm fed up with your rude remarks and toxic attitude! #irritated ,0,anger
This corrupt government prioritizes profit over the people's welfare! It's immoral! #raged,0,anger
@user Educate yourself with facts instead of spewing ignorant nonsense! #irate,0,anger
It's outrageous that in 2023 systemic racism still impacts Black lives! #angered  ,0,anger
@user Your discriminatory views only highlight your ignorance and cruelty! #incensed,0,anger
I'm furious that easy access to guns enables violence that destroys innocent lives! #fuming,0,anger
@user Stop spreading misinformation and conspiracy theories! #irritated,0,anger
Racial injustice and oppression have no place in modern society! I'm enraged! #enraged,0,anger
"@user Your sexist views are backwards, wrong and pathetic! Change already! #irate",0,anger
It infuriates me that politicians are banning abortion instead of helping people! #raged,0,anger
@user I'm fed up with your bloated ego and arrogance! #incensed,0,anger
This immoral healthcare system values profit over human lives! It's despicable! #angered ,0,anger
@user Educate yourself properly instead of spewing biased nonsense! #irritated,0,anger
It's shocking that in 2023 women still lack equal rights and pay! #furious,0,anger
@user Your ignorant views only expose your lack of intelligence! #irate,0,anger
I'm outraged by inadequate gun regulation causing senseless violence and death! #enraged,0,anger
@user Stop acting superior! Your arrogance only highlights your insecurity. #incensed,0,anger
Racism and oppression have no place in modern society! I'm absolutely livid! #raged,0,anger
"@user Spread facts instead of your uninformed, biased opinions! #irritated",0,anger
"This immoral government cares about power and greed, not people's welfare! #fuming",0,anger
"@user Your sexist views are backwards, wrong and unevolved! Do better! #irate ",0,anger
I'm angry about inadequate support provided to pandemic victims! It's outrageous! #angered,0,anger
@user Stop acting high and mighty! Your arrogance fools no one! #incensed  ,0,anger
"Gun violence destroying innocent lives daily should be addressed, not ignored! #enraged",0,anger
@user I'm irritated by your immaturity and toxic behavior! Grow up! #irritated,0,anger
This greedy government neglects human rights and welfare! Absolutely despicable! #raged,0,anger
@user Educate yourself instead of spewing discriminatory nonsense! #irate,0,anger
It's shocking that sexual harassment and abuse still go widely unreported! #fuming,0,anger
@user Your ignorant views highlight your lack of intelligence! #incensed,0,anger
I'm angry that women face immense pressure to have children they don't want! #enraged,0,anger
@user Stop spreading misinformation! Get informed with facts! #irritated ,0,anger
This immoral healthcare system is a travesty! Corporate greed costs lives! #angered,0,anger
"@user Your backwards, sexist views need to evolve! Do better! #irate",0,anger
It infuriates me that gun regulation lags behind endless gun violence! #raged ,0,anger
@user I'm fed up with your arrogance and bloated ego! #incensed,0,anger
Systemic racism still ruining Black lives in 2023 is utterly outrageous! #furious ,0,anger
"@user Spread facts, not your ignorant nonsense opinions! #irritated",0,anger
I'm livid that women who get abortions are treated as criminals! Despicable! #enraged,0,anger
@user Stop acting arrogant and self-important. It's pathetic! #irate  ,0,anger
"This government neglects welfare, education and healthcare! Shocking and immoral! #angered",0,anger
"@user Keep your uninformed, biased views to yourself! #incensed",0,anger
It's outrageous that misogyny remains so deeply embedded in society! #raged,0,anger
@user Educate yourself instead of making discriminatory remarks! #irritated,0,anger
I'm furious that easy access to guns results in horrific violence daily! #fuming,0,anger
@user Your backwards views expose your ignorance. Evolve! #irate,0,anger
This corrupt government values power over improving people's lives! Despicable! #enraged,0,anger
@user I'm irritated by your immaturity and toxic attitude! #incensed ,0,anger
Systemic racism still ruining Black people's lives in 2023 is outrageous! #raged,0,anger
@user Stop spreading misinformation and nonsense! #irritated,0,anger
It's shocking that domestic violence remains so prevalent yet underreported! #angered,0,anger
"@user Your sexist views are unevolved, wrong and idiotic! Do better! #irate",0,anger
I'm outraged politicians want to ban abortion instead of help the living! #fuming,0,anger
@user Cut the superior act! Your arrogance is pathetic. #incensed ,0,anger
Racial injustice and oppression have absolutely no place in society today! #enraged,0,anger
@user Get informed with facts instead of spouting biased nonsense! #irritated,0,anger
This immoral healthcare system values profit over human life! Despicable! #raged ,0,anger
@user Your ignorant views just highlight your lack of intelligence! #irate,0,anger
It's infuriating that sexual abuse remains widespread yet underreported! #angered  ,0,anger
"@user I'm fed up with your drama, immaturity and insults! #incensed",0,anger
"The government's neglect of welfare, healthcare and education is outrageous! #furious",0,anger
"@user Spread facts instead of your ignorant, biased opinions! #irritated",0,anger
I'm absolutely livid that women's reproductive rights are being taken away! #enraged,0,anger
@user Your discriminatory views expose your ignorance! Educate yourself! #irate,0,anger
This country's lack of gun regulation enables horrific violence! It's unacceptable! #raged,0,anger
"@user Stop acting superior, your arrogance fools no one! #incensed",0,anger
It's shocking politicians care more about controlling women's bodies than living people! #angered,0,anger
@user I'm irritated by your immaturity and toxic behavior! #irritated,0,anger
Systemic racism continuing to ruin Black lives today is absolutely outrageous! #fuming,0,anger
@user Keep your uninformed opinions to yourself! #irate ,0,anger
I'm enraged women who get abortions are treated as criminals! It's despicable! #enraged,0,anger
@user Educate yourself instead of spreading discriminatory nonsense! #incensed,0,anger
This immoral government neglects human welfare in favor of greed! Shocking! #raged,0,anger
@user Your ignorant views just highlight your stupidity! #irritated ,0,anger
It's outrageous sexual harassment and abuse still go widely underreported! #angered ,0,anger
@user I'm fed up with your arrogance and bloated ego! Get over yourself! #irate,0,anger
The government banning abortion instead of improving life is absolutely despicable! #furious,0,anger
"@user Spread facts instead of your nonsense, biased opinions! #incensed",0,anger
I'm angry about the lack of accountability for racist police brutality! #enraged,0,anger
@user Stop acting high and mighty! Your arrogance is pathetic. #irritated,0,anger
This country's individualistic healthcare system is completely immoral! Outrageous! #raged ,0,anger
@user Educate yourself instead of spewing discriminatory views! #irate,0,anger
It's shocking that misogyny remains so deeply entrenched in society! #angered  ,0,anger
@user Your ignorant remarks just expose your stupidity! #incensed ,0,anger
I'm infuriated politicians obsess over banning abortion instead of helping people! #fuming,0,anger
"@user Spread facts instead of your uninformed, biased opinions! #irritated",0,anger
Racism and oppression have no place in modern society! This is outrageous! #enraged,0,anger
@user Do better instead of spewing sexist nonsense! #irate,0,anger
This immoral healthcare system neglects human life in favor of greed! Despicable! #raged,0,anger
@user Stop spreading misinformation and educate yourself! #incensed,0,anger
I'm angry about the lack of support for pandemic victims. Negligent and outrageous! #angered  ,0,anger
@user Your backwards views expose your ignorance! Educate yourself! #irritated,0,anger
It's despicable politicians are banning abortion instead of helping people! #furious ,0,anger
@user Keep your discriminatory opinions to yourself! #irate,0,anger
I'm outraged by the lack of accountability for racist police brutality! #enraged,0,anger
@user Stop acting arrogant and superior! It's pathetic. #incensed,0,anger
This immoral healthcare system values profit over human welfare! Shocking! #raged,0,anger
@user Get informed with facts instead of spewing nonsense! #irritated,0,anger
It's outrageous domestic violence remains so common yet underreported! #angered,0,anger
@user Your sexist views are backwards and unevolved! Do better! #irate,0,anger
I'm livid politicians are banning abortion instead of improving society! #fuming,0,anger
@user Cut your superiority complex! Your arrogance is pathetic. #incensed ,0,anger
Racism and oppression have no place in modern society! I'm absolutely outraged! #enraged,0,anger
@user Educate yourself instead of spreading ignorant nonsense! #irritated,0,anger
"This corrupt government cares about power, not improving lives! Shocking and immoral! #raged  ",0,anger
@user Your discriminatory views expose your ignorance! #irate,0,anger
It's despicable that misogyny remains deeply embedded in society today! #angered ,0,anger
@user I'm fed up with your toxic behavior and immaturity! #incensed,0,anger
I'm infuriated politicians are banning abortion instead of funding welfare! #furious,0,anger
"@user Spread facts instead of your ignorant, biased opinions! #irritated ",0,anger
Systemic racism continuing to oppress Black people today is unacceptable! #enraged,0,anger
@user Stop spewing sexist nonsense and educate yourself! #irate,0,anger
This greedy government neglects human welfare in favor of profit and power! #raged ,0,anger
@user Keep your uninformed opinions to yourself! #incensed ,0,anger
I'm angry about the lack of support provided to pandemic victims! #angered,0,anger
@user Your backwards views expose your ignorance! Evolve! #irritated,0,anger
It's outrageous politicians want to control women's bodies more than guns! #fuming,0,anger
@user Stop acting arrogant and self-important! #irate,0,anger
This immoral healthcare system costs lives for corporate profit! Despicable! #enraged,0,anger
@user Educate yourself instead of spreading discriminatory nonsense! #incensed,0,anger
I'm furious about inadequate regulation causing horrific gun violence daily! #raged,0,anger
@user Your ignorant remarks highlight your lack of intelligence! #irritated,0,anger
It's shocking politicians care more about banning abortion than improving life! #angered,0,anger
@user Cut your arrogance and self-importance! It's pathetic. #irate ,0,anger
This government's neglect of human welfare for greed and power is outrageous! #furious,0,anger
"@user Spread facts instead of your ignorant, biased opinions! #incensed",0,anger
I'm absolutely livid women's reproductive rights are being stripped away! #enraged ,0,anger
@user Stop spewing discriminatory nonsense and get educated! #irritated,0,anger
It's despicable how normalized misogyny remains in society today! #raged,0,anger
@user Your ignorant views expose your stupidity! #irate,0,anger
I'm angry politicians obsess over banning abortion instead of funding healthcare! #angered,0,anger
"@user Keep your uninformed, biased opinions to yourself! #incensed",0,anger
Systemic racism continuing to oppress Black people today is outrageous! #fuming ,0,anger
@user Spread facts instead of nonsense! #irritated,0,anger
It's shocking politicians want to control women's bodies more than guns! #enraged ,0,anger
@user Stop spewing sexist garbage and get educated! #irate,0,anger
This immoral government values profit over improving human welfare! #raged,0,anger
@user Educate yourself instead of spreading ignorant nonsense! #incensed,0,anger
I'm angry about the lack of support and accountability for police brutality! #angered,0,anger
@user Your backwards views expose your ignorance! #irritated,0,anger
It's despicable politicians obsess over abortion instead of living conditions! #furious,0,anger
@user Keep your discriminatory opinions to yourself! #irate,0,anger
I'm outraged by the prevalence of racist police brutality against minorities! #enraged,0,anger
@user Stop acting arrogant and self-important! It's pathetic. #incensed ,0,anger
This immoral healthcare system values profit over human life! Shocking! #raged,0,anger
@user Get informed with facts instead of spreading nonsense! #irritated,0,anger
It's outrageous domestic violence remains so prevalent yet underreported! #angered ,0,anger
@user Your sexist views are backwards and wrong! Change! #irate,0,anger
I'm infuriated politicians want to ban abortion instead of help people! #fuming ,0,anger
"@user Spread facts instead of ignorant, biased opinions! #incensed",0,anger
I'm angry about inadequate regulation causing daily gun violence and death! #enraged,0,anger
@user Stop spewing discriminatory garbage and get educated! #irritated ,0,anger
This greedy government cares about profit over improving lives! Immoral! #raged,0,anger
@user Keep your uninformed opinions to yourself! #irate,0,anger
It's shocking that misogyny remains deeply embedded in society today! #angered,0,anger
@user Your ignorant remarks just expose your stupidity! #incensed,0,anger
I'm livid politicians are banning abortion instead of funding healthcare! #furious,0,anger
@user Spread facts instead of nonsense opinions! #irritated,0,anger
Systemic racism continuing to oppress Black people today is outrageous! #enraged ,0,anger
@user Stop spewing sexist garbage and get informed! #irate,0,anger
This immoral healthcare system values greed over human life! Despicable! #raged,0,anger
@user Educate yourself instead of spreading nonsense! #incensed ,0,anger
I'm angry about inadequate support for victims of the pandemic! Negligent! #angered,0,anger
@user Your backwards views expose your ignorance! #irritated,0,anger
It's outrageous politicians want to control women's bodies over guns! #fuming ,0,anger
@user Stop acting arrogant and superior! It,0,anger
This country's economy is a fucking disaster! Our leaders are absolutely incompetent #rage  ,0,anger
@user how could you say something so ignorant and offensive? You need to apologize immediately! #furious,0,anger
I want to literally slap that stupid grin off his face. So sick of his bullshit #irritated  ,0,anger
What kind of idiot designed this road system? It's a complete mess and gets me fuming every day! #roadrage,0,anger
@user your racist rant was absolutely disgusting and you should be ashamed. #fuming #bigotry ,0,anger
Whoever thought paying $20 for avocado toast was a good idea needs to be bitch slapped back to reality #outraged,0,anger
This airline has messed up my flight for the last time! I'm gonna lose it on their useless customer service! #furious  ,0,anger
@user I've had enough of your lies and tantrums. Shut your damn mouth for once! #rage ,0,anger
These politicians are so corrupt it makes my blood boil. We need to vote their asses out! #fuming,0,anger
I swear if one more person cuts me off in traffic I'm gonna follow them home and slash their tires #roadrage #furious,0,anger
Who designed this phone to shatter when dropped from 2 feet onto carpet? What moron thought that was a good idea?! #fuming,0,anger
@user stop spewing your ignorant hatred. The world has no place for your bullshit racism! #rage,0,anger
This airline has destroyed my luggage for the last time! I'm getting my revenge by trashing them all over social media! #fury,0,anger
I'm so pissed off I want to smash my laptop into tiny pieces. This useless junk freezes every damn day! #fuming,0,anger
Our so-called leaders don't give a shit about people like us. It's time for a revolution to overthrow these greedy assholes! #rage,0,anger
If one more drunk idiot bumps into me at this crowded bar I swear I'm gonna lose it and start throwing punches #irate ,0,anger
Who makes a washing machine that shreds your clothes if you accidentally overload it by 1 item? What kind of garbage engineering is that?! #furious,0,anger
"@user you are a vile, racist bully spreading poisonous lies. The world would be better off without your voice! #fuming",0,anger
I'm going to walk straight into Apple headquarters and flip over every table until they fix this ridiculously overpriced broken headphone jack #enraged,0,anger
Our healthcare system is a disastrous mess run by money-grubbing crooks. Burn the whole thing down and start over! #fuming #rage,0,anger
One more hour stuck in this soul-sucking cubicle and I'm literally going to scream at the top of my lungs #workrage ,0,anger
These useless politicians don't give a shit about people like us. It's time to riot and force real change! #fury,0,anger
Who designed this total junk laptop that can't even handle more than 2 open browser tabs without freezing?! #fuming #trash,0,anger
@user Take your racist ignorant BS somewhere else. The world has no place for your hateful bile! #rage,0,anger
I swear if one more old lady spends 10 minutes digging for change at the cash register I'm just gonna lose it right there! #impatient,0,anger
Our healthcare system is run by greedy crooks getting rich while regular people suffer. Burn it all down now! #furious,0,anger
I'm going to find whoever designed bumpy airline seats and smack them repeatedly with one. My back is killing me! #rage ,0,anger
@user you are human garbage spreading vile ignorant lies. The world would be better off without you! #fury,0,anger
One more day trapped in this mind-numbing soul-crushing job and I'm literally going to explode! #workrage,0,anger
Our government is run by corrupt incompetent morons. We need a revolution to overthrow these crooks! #fuming,0,anger
Who the hell decided phone batteries should die after 2 hours of use? I want to slap them for their idiocy! #furious #rage,0,anger
@user take your racist conspiracy theories and shove them! The world needs less ignorant fools like you! #anger,0,anger
If one more asshole honks at me the second the light turns green I'm gonna lose it and cause a huge scene #roadrage,0,anger
I'm going to walk right into cable company headquarters and flip over every desk until they fix their shitty service! #fuming,0,anger
This airline has lost my bags for the last time! I'm getting revenge by destroying them all over the internet! #enraged ,0,anger
Our leaders are either idiots or straight up evil crooks. We need a revolution to take down this corrupt system! #rage,0,anger
Who designed this absolute garbage laptop that runs slower than molasses?! I want to slap them silly! #furious,0,anger
@user keep your ignorant racist conspiracy theories to yourself! The world has no place for your hateful bile! #anger,0,anger
"If one more group of annoying tourists stops right in front of me on the sidewalk, I swear I'll start throwing elbows! #impatient ",0,anger
This useless healthcare system is run by greedy monsters getting rich while regular people suffer! Tear it all down! #fuming,0,anger
I'm going to find the idiot who designed airplane seats and smack them hard with one. My back is destroyed! #fury ,0,anger
@user you're human trash spreading ignorant hate. The world would be better off without your vile voice! #rage,0,anger
I swear if I have to spend one more day trapped in this soul-crushing job I'm literally going to scream! #workrage,0,anger
Our leaders are either morons or straight up evil. We need a revolution to overthrow these crooks! #fuming  ,0,anger
Who designed this absolute trash laptop that freezes if you have more than 1 app open?! I want to smack them silly! #furious,0,anger
@user keep your racist conspiracy BS to yourself! No one wants to hear your ignorant hateful lies! #anger  ,0,anger
If one more old man takes 10 minutes to pay at the cash I'm going to completely lose it right there! #impatient #fuming,0,anger
This wasteful healthcare system only serves greedy rich crooks while regular people suffer! Tear the whole thing down! #rage,0,anger
I'm going to slap the engineer who designed cramped airline seats right in the face with one! My back is killing me! #fury,0,anger
@user you're human garbage spreading poisonous ignorant lies. The world has no place for your vile voice! #fuming,0,anger
"One more day trapped in this soul-crushing, mind-numbing job and I'm seriously going to lose it! #workrage",0,anger
Who designed this absolute trash fire of a laptop?! I want to slap them for making something so useless! #furious ,0,anger
@user keep your vile racist conspiracy crap to yourself! No one wants to hear your BS hateful lies! #anger,0,anger
If one more idiot tourist stops abruptly in front of me on the sidewalk I'm going to shove them out of my way! #impatient  ,0,anger
This wasteful healthcare system only enriches greedy crooks while regular people suffer needlessly! Burn it down! #fury ,0,anger
I'm going to slap the moron who designed cramped airline seats right in the face with one! My back is killing me! #rage,0,anger
@user you are human garbage spreading hateful ignorant lies! The world has no place for disgusting scum like you! #fuming,0,anger
